----time, Mpow,     accX,     accY,     accZ,    gyroX,    gyroY,    gyroZ
  856.71,  768,    -4.75,   -11.41,     3.12,    -1.47,     0.28,     0.32

  863.41,  768,    -2.31,   -12.17,     1.35,    -1.40,     0.12,      0.1

   870.1,  768,     1.93,   -14.36,     3.86,     -1.6,     0.29,     0.59

  876.63,  768,     9.91,     0.39,    -9.16,      0.1,     0.31,     0.92

   883.7,  768,     5.51,     0.76,   -11.81,     1.33,     0.18,     0.58

  889.66,  768,     1.39,     14.0,   -23.89,     1.18,     0.26,     0.13

  896.42,  768,    -5.30,    15.33,   -23.66,     1.55,      0.0,     0.59

   903.2,  768,    -5.80,     5.75,   -16.45,     0.40,      0.8,     0.94

  909.55,  768,    -7.57,    -6.41,    -2.61,     0.85,      0.7,     0.61

  916.13,  768,    -3.16,   -12.64,     4.20,    -1.57,     0.30,     0.21

  922.82,  768,     0.52,    -9.47,     1.60,     0.92,     0.20,     0.54

  929.35,  768,     6.70,    -7.93,    -4.38,     0.19,     0.24,     0.91

  935.94,  768,     9.80,     2.14,   -11.17,     0.83,     0.32,     0.71

  942.54,  768,     0.16,    14.38,    -23.4,     1.76,      0.7,     0.16

  949.13,  768,     0.60,    13.27,   -23.72,     0.69,      0.9,     0.64

  955.67,  768,    -8.78,     4.35,   -22.81,     0.65,      0.3,     0.87

  962.34,  768,    -6.96,     -7.6,    -1.26,    -1.28,     0.20,     0.76

  968.96,  768,     -6.9,    -8.10,    -1.50,    -1.33,     0.13,     0.12

  975.63,  768,     4.10,   -13.62,     4.95,    -1.30,     0.31,     0.38

  982.25,  768,     8.12,    -6.88,    -3.96,     0.50,     0.28,     0.88

  988.76,  768,     6.55,     6.57,    -6.73,     0.86,     0.23,     0.80

  995.35,  768,     5.40,    13.52,   -22.92,     1.21,     0.31,     0.22

  1002.5,  768,    -1.64,    15.48,   -23.85,     1.78,      0.4,     0.38

 1008.66,  768,    -2.13,     1.35,   -22.46,      0.0,      0.4,     0.89

 1015.15,  768,     -9.9,     1.21,     -9.8,     0.36,      0.8,     0.76

 1021.67,  768,    -6.36,   -13.98,     0.72,    -1.60,     0.31,      0.5

 1028.34,  768,     2.28,    -13.9,     0.80,    -1.31,     0.17,     0.38

 1034.95,  768,     4.96,   -12.69,     0.78,     0.53,     0.29,     0.83

 1041.48,  768,     9.58,     6.53,    -5.17,     0.58,     0.34,     0.82

 1048.16,  768,     3.66,     8.52,   -17.85,     1.80,     0.12,     0.44

 1054.79,  768,     4.20,    14.26,   -23.80,     1.13,     0.20,     0.27

 1061.47,  768,    -7.97,    11.36,   -24.41,     1.22,      0.0,     0.74

 1068.13,  768,    -7.45,      0.5,    -9.51,     0.86,     0.14,     0.93

 1074.56,  768,    -8.91,   -10.98,    -6.96,    -1.12,      0.6,     0.45

 1081.26,  768,      0.8,   -14.28,     4.73,    -1.52,     0.29,      0.4

 1087.85,  768,     3.32,   -12.53,     0.43,     -1.2,     0.23,     0.70

 1094.45,  768,     6.61,    -2.46,    -8.80,     0.22,     0.26,     0.92

 1100.98,  768,     9.20,     7.93,   -16.37,      1.2,     0.32,     0.32

 1107.60,  768,     3.14,    15.95,    -19.1,     1.81,      0.7,     0.26

 1114.24,  768,    -3.57,    10.31,    -21.2,     0.69,      0.9,     0.67

 1120.78,  768,     -8.5,    10.85,    -19.9,     0.26,      0.4,     0.89

 1127.37,  768,    -5.46,    -9.95,     2.19,    -1.33,     0.20,     0.70

  1134.4,  768,    -3.88,   -11.35,     1.21,    -1.39,      0.8,      0.5

 1140.60,  768,     0.48,   -14.43,     4.64,    -1.15,     0.31,     0.54

 1147.26,  768,      9.3,     -4.9,    -6.48,     0.19,     0.53,     0.91

 1153.78,  768,     6.41,     -2.9,    -9.33,     0.91,     0.20,     0.77

 1160.33,  768,      3.8,    14.24,   -23.35,     1.22,     0.29,     0.10

  1167.6,  768,    -3.58,     16.3,   -24.60,     1.77,      0.3,     0.39

 1173.69,  768,    -3.84,     9.51,   -20.27,      0.3,      0.0,     0.90

 1180.19,  768,    -8.69,    -2.40,    -5.72,     0.51,      0.3,     0.77

 1186.78,  768,    -5.11,   -10.48,     2.29,    -1.59,     0.27,     0.34

 1193.47,  768,    -3.45,   -12.82,     1.37,    -1.42,     0.15,     0.27

 1200.10,  768,     5.71,   -11.84,     0.61,     0.74,     0.31,     0.76

 1206.58,  768,     9.19,    -3.28,    -6.95,     0.32,     0.30,     0.89

 1213.18,  768,     2.55,    10.14,   -19.24,     1.77,     0.17,     0.49

 1219.87,  768,     2.99,    13.94,   -23.88,      1.6,     0.22,     0.21

 1226.49,  768,    -3.75,    16.33,   -24.61,     1.46,      0.2,     0.70

 1233.16,  768,    -7.58,    -1.81,    -7.42,     0.80,     0.13,     0.95

 1239.68,  768,    -8.65,     -2.1,    -6.30,     0.81,     0.10,     0.32

 1246.19,  768,     0.77,   -14.54,      4.4,    -1.57,     0.34,      0.3

 1252.80,  768,      4.4,    -12.0,      0.4,     -1.6,     0.25,     0.69

 1259.33,  768,     5.29,    -1.92,     0.69,      0.0,     0.28,     0.91

 1265.89,  768,     9.48,     8.97,   -17.54,     1.23,     0.36,     0.62

 1272.61,  768,     2.43,     9.89,   -19.19,     1.76,     0.12,     0.16

 1279.27,  768,    -3.55,     9.88,   -24.46,     0.89,     0.14,     0.54

 1285.88,  768,    -8.32,    10.42,   -18.51,     0.52,      0.2,     0.86

 1292.50,  768,    -7.62,     0.25,    -9.14,     0.99,     0.16,     0.86

 1298.98,  768,     -4.6,   -11.17,     1.34,    -1.31,      0.7,     0.27

 1305.62,  768,     0.15,   -14.45,     4.80,    -1.36,     0.24,     0.31

 1312.28,  768,     2.93,    -5.52,     0.72,     0.86,     0.20,      1.8

