----time, Mpow,     accX,     accY,     accZ,    gyroX,    gyroY,    gyroZ
 1464.15,  768,    -4.72,    -1.91,    -8.39,    -1.15,      1.8,     7.80

 1470.78,  768,      2.6,    26.39,   -19.88,     4.76,    -1.42,      6.3

 1477.45,  768,     2.71,    13.40,     -5.8,     0.85,     0.32,     4.92

 1483.91,  768,   -10.89,    -8.81,    -7.56,    -3.36,     1.21,     5.90

 1490.66,  768,   -16.33,     0.60,   -10.40,     1.16,     0.79,     5.94

 1497.24,  768,    -9.49,    -6.19,     3.44,     0.73,     0.29,      5.7

 1503.69,  768,     4.85,   -10.61,    -4.56,    -1.77,     0.14,     6.15

 1510.37,  768,    -9.93,   -23.93,    -5.97,    -1.45,     0.26,     7.80

  1517.4,  768,     8.62,     3.86,     7.49,     0.16,      0.2,     6.87

 1523.49,  768,    17.12,     0.76,    -4.96,     0.78,     0.83,     6.62

  1530.8,  768,     -4.0,    -6.38,    -16.5,     0.43,     0.29,     7.68

 1536.68,  768,     1.94,    25.67,   -20.68,     3.60,     0.54,     6.40

 1543.38,  768,     6.31,    16.77,    -7.52,      1.9,      0.3,     5.12

 1549.99,  768,    -3.18,    16.14,   -31.93,     0.91,     0.69,     5.64

 1556.58,  768,   -21.17,    -4.60,   -14.88,     0.24,     0.18,     5.91

 1563.18,  768,    -8.52,     5.46,    -23.1,     1.67,     0.20,     4.66

 1569.78,  768,      0.4,    -17.6,     2.53,    -1.28,     0.36,     5.74

 1576.32,  768,    -3.48,   -17.82,     0.15,    -3.25,      0.4,     7.54

 1582.91,  768,    11.92,    11.16,    -2.61,     1.49,    -1.79,     6.62

 1589.67,  768,    14.81,    -2.42,    -2.84,     0.24,     0.51,     6.44

 1596.18,  768,      8.6,    -9.36,   -12.16,     0.87,      1.3,     7.30

 1602.80,  768,     6.58,     6.58,    -24.5,     0.71,     0.79,     6.36

 1609.32,  768,     7.65,    26.50,   -19.41,     2.39,    -2.13,     4.46

  1616.7,  768,    -1.90,    -4.70,   -15.34,     -1.8,     0.10,      5.2

